id,full_name,email,password,role,job_category,specific_role,skills,experience_level,experience_years,location,success_rate_job,jobs_completed,client_rating,rehire_rate,min_budget_idr,hourly_rate_usd,earnings_usd,platform_origin,project_type,is_available,profile_verified,created_at
68,Gasti Hakim,gasti.hakim895@icloud.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Full Stack Developer,Backend Developer,"TypeScript, Redis, Node.js",Beginner,1,Semarang,51.6,36,2.14,46.4,1023000,62.31,1440.44,Upwork,Milestone,1,0,2025-01-29 16:32:26
69,Dt. Pangeran Sihotang,dt..pangeran.sihotang501@icloud.com,$2b$10$KyISMiIAvcHdibbDXG3W0ON.egUn2e4HHKSpu/BXeHTrj0mEwS25u,creative_worker,Full Stack Developer,Full Stack Developer,"PostgreSQL, Laravel, Docker",Beginner,1,Denpasar,62,6,2.91,38.1,5530000,24.33,4545.75,Toptal,Fixed,1,1,2023-07-07 16:57:56
70,Dr. Olivia Nuraini,dr..olivia.nuraini718@outlook.com,$2b$10$lOFBaETjp0rB6RUNP510W.HmiqcIWld0DkEMHVXwzcUg7M6x9Q/2u,creative_worker,Full Stack Developer,Node.js Developer,"Docker, Vue.js, Next.js",Beginner,1,Depok,57.8,37,3.59,45.4,918000,90.03,1365.96,Freelancer,Milestone,0,0,2023-10-25 13:43:37
71,R. Soleh Nashiruddin,r..soleh.nashiruddin137@icloud.com,$2b$10$lOFBaETjp0rB6RUNP510W.HmiqcIWld0DkEMHVXwzcUg7M6x9Q/2u,creative_worker,Full Stack Developer,Vue.js Developer,"PostgreSQL, REST API, TypeScript",Beginner,2,Makassar,73.5,28,4.31,42.9,1735000,20.26,2626.06,Fiverr,Milestone,1,0,2023-07-20 3:35:56
72,Mursita Prakasa,mursita.prakasa194@outlook.com,$2b$10$mMzoiB6EbeUTYWeYgtMVEOr/MXz5MJdRoxTpKpUdC/u6DBJLqfyb6,creative_worker,Full Stack Developer,Full Stack Developer,"Node.js, React, Next.js",Beginner,1,Bekasi,52.7,5,2.75,32.5,4616000,86.28,7081.64,Toptal,Fixed,1,0,2024-07-21 11:52:23
73,R.A. Ratna Riyanti,r.a..ratna.riyanti450@konekin.id,$2b$10$PpikZa2HME0U0EPOC8RTYOk9CpJrerHruAn9pji4vn5YRyd9D.zUq,creative_worker,Full Stack Developer,Backend Developer,"MySQL, Git, Next.js, Redis, Node.js",Intermediate,3,Manado,59,129,2.83,58.3,4938000,81.18,3171.96,Fiverr,Milestone,1,1,2023-06-18 14:46:19
74,Hari Wahyuni,hari.wahyuni63@outlook.com,$2b$10$lOFBaETjp0rB6RUNP510W.HmiqcIWld0DkEMHVXwzcUg7M6x9Q/2u,creative_worker,Full Stack Developer,Backend Developer,"TypeScript, MySQL, Docker",Beginner,1,Solo,58.3,30,2.83,45.6,4037000,68.25,3624.2,Freelancer,Hourly,0,0,2025-02-03 14:40:05
75,Tgk. Warji Rajata,tgk..warji.rajata308@yahoo.com,$2b$10$Y87Y1nCupf1KD6fUhv4xYOEP9it/F3qpwbl8XSm0luc9zyp.fCqka,creative_worker,Full Stack Developer,Laravel Developer,"Node.js, MySQL, React, REST API, Next.js",Intermediate,5,Surabaya,77.5,37,4.14,37.8,5042000,30.06,5369.75,Upwork,Milestone,1,1,2023-12-15 21:08:08
76,"Iriana Permadi, S.T.",iriana.permadi.s.t.193@gmail.com,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Full Stack Developer,Node.js Developer,"Node.js, React, REST API, Redis, TypeScript, Git, Next.js",Expert,14,Solo,77,211,3.25,64.2,2300000,91.78,3530.31,Freelancer,Milestone,1,1,2024-07-12 17:45:56
77,"Mariadi Salahudin, M.M.",mariadi.salahudin.m.m.268@outlook.com,$2b$10$URVgcu4DLdubHJg54N9.ZuPrUHAy/73IXoPntcHC1UjMaofAzJcYe,creative_worker,Full Stack Developer,React Developer,"MySQL, Docker, Laravel, Node.js, Vue.js",Intermediate,4,Balikpapan,62.6,42,3.1,55.3,6262000,44.02,7045.36,Toptal,Milestone,1,1,2024-04-16 12:16:28
78,"R. Adika Haryanti, M.Ak",r..adika.haryanti.m.ak201@yahoo.com,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Full Stack Developer,Backend Developer,"PostgreSQL, REST API, Next.js, Git, Vue.js, MySQL, TypeScript",Expert,11,Balikpapan,72.9,217,3.23,71.3,7330000,69.1,4894.27,Freelancer,Hourly,1,1,2026-05-04 2:18:37
79,Bagya Nasyiah,bagya.nasyiah35@icloud.com,$2b$10$jxo42mUwZQgGLTwD0tWQMetlW9aWGO8i2C5Wg0LdjJb1R0TGcPQcu,creative_worker,Full Stack Developer,Next.js Developer,"TypeScript, REST API, MySQL",Beginner,1,Pekanbaru,66.2,3,3.16,36.6,1736000,73.04,2697.75,Konekin,Fixed,0,0,2023-12-25 15:03:11
80,Diah Tampubolon,diah.tampubolon543@gmail.com,$2b$10$mMzoiB6EbeUTYWeYgtMVEOr/MXz5MJdRoxTpKpUdC/u6DBJLqfyb6,creative_worker,Full Stack Developer,React Developer,"Vue.js, React, Next.js, TypeScript, Redis, Git, Docker",Expert,10,Bogor,93,374,4.71,74.1,12329000,70.55,7467.89,Upwork,Milestone,1,1,2025-12-26 6:00:22
81,Hairyanto Suryono,hairyanto.suryono983@outlook.com,$2b$10$jxo42mUwZQgGLTwD0tWQMetlW9aWGO8i2C5Wg0LdjJb1R0TGcPQcu,creative_worker,Full Stack Developer,Full Stack Developer,"Laravel, React, Docker, Git, TypeScript, PostgreSQL, Node.js",Expert,12,Semarang,79.2,456,4.02,65.7,13309000,69.03,7752.51,Konekin,Milestone,0,1,2023-10-25 21:59:13
82,"Drs. Tiara Sihombing, M.Ak",drs..tiara.sihombing.m.ak580@outlook.com,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Full Stack Developer,Full Stack Developer,"REST API, PostgreSQL, Laravel, React, Next.js",Intermediate,3,Semarang,84,144,4.11,66.7,4444000,85.11,2533.62,Koneksi Pribadi,Retainer,1,1,2026-04-18 2:20:25
83,"Ir. Karsana Anggriawan, M.Pd",ir..karsana.anggriawan.m.pd602@yahoo.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Full Stack Developer,Backend Developer,"Next.js, TypeScript, MySQL",Beginner,1,Bandung,55.2,28,2.29,51.8,9252000,62.5,5424.46,Toptal,Retainer,1,0,2024-03-29 2:31:16
84,"Bala Mansur, S.T.",bala.mansur.s.t.238@konekin.id,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Full Stack Developer,Vue.js Developer,"Next.js, PostgreSQL, REST API, Git, Node.js, Vue.js, Redis",Expert,7,Semarang,82.1,274,3.78,57.2,5937000,92.67,5683.99,PeoplePerHour,Milestone,1,1,2023-09-09 13:08:04
85,Paiman Puspasari,paiman.puspasari303@icloud.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Full Stack Developer,Node.js Developer,"React, Laravel, PostgreSQL",Beginner,1,Malang,54.2,12,2.59,30.6,2247000,49.22,2065.07,Konekin,Hourly,1,0,2023-10-23 9:31:53
86,Rahmi Pranowo,rahmi.pranowo460@konekin.id,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Full Stack Developer,Laravel Developer,"MySQL, Docker, Laravel, PostgreSQL, Next.js, Node.js, Git",Expert,14,Manado,94.6,384,4.59,75.3,2128000,61.57,1534.87,Fiverr,Milestone,1,1,2025-06-30 8:55:23
87,Mahfud Usada,mahfud.usada276@yahoo.com,$2b$10$PpikZa2HME0U0EPOC8RTYOk9CpJrerHruAn9pji4vn5YRyd9D.zUq,creative_worker,Full Stack Developer,Full Stack Developer,"Node.js, Next.js, REST API, Redis, Git, Laravel, React",Expert,10,Depok,84.5,185,4.39,58,4533000,25.77,4770.7,Upwork,Milestone,1,1,2025-11-25 14:57:41
88,drg. Dwi Habibi,drg..dwi.habibi343@konekin.id,$2b$10$hM1dP620208GIDh3bSQH6eCIteGzf4sQVlNyukgBMCupdQFRyG00a,creative_worker,Full Stack Developer,Laravel Developer,"Docker, MySQL, PostgreSQL",Beginner,2,Palembang,58.3,11,2.79,59.6,5569000,55.93,6501.4,Freelancer,Retainer,0,1,2023-08-15 4:52:23
89,Yance Saefullah,yance.saefullah955@gmail.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Full Stack Developer,React Developer,"REST API, PostgreSQL, React, Docker, Redis",Intermediate,5,Makassar,80.5,53,5,59.1,13158000,54.62,8614.64,Upwork,Hourly,0,1,2023-06-23 9:02:10
90,Vera Mustofa,vera.mustofa76@konekin.id,$2b$10$mMzoiB6EbeUTYWeYgtMVEOr/MXz5MJdRoxTpKpUdC/u6DBJLqfyb6,creative_worker,Full Stack Developer,Frontend Developer,"Laravel, MySQL, TypeScript",Beginner,2,Yogyakarta,45.8,33,1.97,30.5,9718000,85.22,8372.67,Koneksi Pribadi,Hourly,1,0,2025-04-03 4:01:23
91,Elisa Handayani,elisa.handayani46@icloud.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Full Stack Developer,Node.js Developer,"Node.js, TypeScript, Next.js, Git, Redis",Intermediate,5,Depok,84,81,4.15,76,5545000,27.95,7329.09,Freelancer,Hourly,1,1,2024-12-30 13:22:08
92,Putri Anggriawan,putri.anggriawan495@gmail.com,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Full Stack Developer,Next.js Developer,"PostgreSQL, MySQL, REST API",Beginner,1,Bogor,53.5,21,2.01,55.7,1421000,90.55,1751.77,Freelancer,Fixed,0,1,2023-09-05 15:39:11
93,"Eka Palastri, S.Gz",eka.palastri.s.gz69@outlook.com,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Full Stack Developer,Vue.js Developer,"Node.js, TypeScript, Vue.js, Next.js, Git",Intermediate,4,Bekasi,84.1,32,4.34,75.7,11915000,32.33,6352.54,Fiverr,Milestone,1,1,2025-11-05 13:15:12
94,Drs. Dalima Astuti,drs..dalima.astuti656@yahoo.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Full Stack Developer,Frontend Developer,"Laravel, Node.js, Next.js, PostgreSQL, React",Intermediate,5,Balikpapan,62.6,85,2.74,60.1,9448000,53.72,8041.4,Fiverr,Retainer,1,1,2023-09-22 17:08:41
95,Karimah Gunarto,karimah.gunarto469@yahoo.com,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Full Stack Developer,React Developer,"MySQL, REST API, Git",Beginner,1,Bandung,53.8,36,3.29,51.5,3095000,49.44,3986.84,PeoplePerHour,Hourly,1,0,2026-01-15 0:56:50
96,Mahmud Prayoga,mahmud.prayoga313@yahoo.com,$2b$10$hM1dP620208GIDh3bSQH6eCIteGzf4sQVlNyukgBMCupdQFRyG00a,creative_worker,Full Stack Developer,React Developer,"Docker, Vue.js, REST API, TypeScript, Next.js, PostgreSQL, React",Expert,7,Medan,83.5,193,4.06,70.7,5414000,64.73,3985.4,Fiverr,Retainer,0,1,2025-05-05 20:12:32
97,Victoria Purwanti,victoria.purwanti55@icloud.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Full Stack Developer,Full Stack Developer,"Docker, REST API, Next.js, Vue.js, React",Intermediate,4,Makassar,80.8,54,3.94,74.9,7404000,57.12,4944.59,Upwork,Fixed,1,1,2025-12-29 20:00:44
98,Raina Mangunsong,raina.mangunsong551@yahoo.com,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Full Stack Developer,Full Stack Developer,"Git, React, PostgreSQL, TypeScript, MySQL",Intermediate,4,Bekasi,53.1,51,2.73,29.8,9116000,57.15,7134.89,Toptal,Hourly,0,1,2026-02-13 10:44:41
99,Saka Marpaung,saka.marpaung754@gmail.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Full Stack Developer,Vue.js Developer,"Node.js, Redis, Git",Beginner,1,Semarang,46,31,3.39,35.2,1181000,84.9,1513.26,Toptal,Hourly,1,0,2026-04-09 17:14:16
100,"R.M. Teguh Zulkarnain, S.Ked",r.m..teguh.zulkarnain.s.ked584@gmail.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Full Stack Developer,Backend Developer,"PostgreSQL, TypeScript, React, Vue.js, Docker, Laravel, Next.js",Expert,11,Makassar,99.9,372,4.92,92.1,3446000,72.8,3453.96,Fiverr,Retainer,1,1,2023-11-18 14:22:19
101,Violet Zulkarnain,violet.zulkarnain502@konekin.id,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Full Stack Developer,Full Stack Developer,"Redis, PostgreSQL, MySQL, REST API, TypeScript",Intermediate,3,Bandung,66.4,83,3.21,50.3,8349000,77.67,7315.71,PeoplePerHour,Milestone,1,1,2025-10-01 2:16:35
102,"R.A. Hasna Manullang, S.IP",r.a..hasna.manullang.s.ip815@gmail.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Full Stack Developer,Next.js Developer,"TypeScript, Git, Vue.js",Beginner,2,Palembang,57.2,16,3.41,42,4810000,44.21,4856.66,PeoplePerHour,Fixed,1,0,2024-06-28 5:28:52
103,Sidiq Halimah,sidiq.halimah17@konekin.id,$2b$10$KyISMiIAvcHdibbDXG3W0ON.egUn2e4HHKSpu/BXeHTrj0mEwS25u,creative_worker,Full Stack Developer,Frontend Developer,"Next.js, PostgreSQL, Vue.js, Redis, React, MySQL, Git",Expert,7,Bogor,89.2,333,4.38,96.5,1964000,71.64,2459.01,PeoplePerHour,Hourly,1,1,2024-01-04 19:04:34
104,"Dr. Kamaria Samosir, S.H.",dr..kamaria.samosir.s.h.641@konekin.id,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Full Stack Developer,Frontend Developer,"REST API, React, Vue.js, Node.js, Redis, Laravel, Docker",Expert,10,Tangerang,85.1,471,4.19,61.1,3911000,72.78,6174.98,PeoplePerHour,Hourly,0,1,2024-01-05 7:57:26
105,"Dadi Wacana, S.Psi",dadi.wacana.s.psi235@gmail.com,$2b$10$mMzoiB6EbeUTYWeYgtMVEOr/MXz5MJdRoxTpKpUdC/u6DBJLqfyb6,creative_worker,Full Stack Developer,Backend Developer,"Vue.js, Next.js, Redis, React, Laravel",Intermediate,4,Bekasi,84.3,43,4.5,59.4,3048000,78.01,1924.46,Upwork,Hourly,1,1,2024-03-06 8:10:37
106,Prasetyo Setiawan,prasetyo.setiawan631@konekin.id,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Full Stack Developer,React Developer,"Docker, MySQL, Vue.js, Node.js, PostgreSQL, Next.js, Laravel",Expert,13,Jakarta,99.9,211,5,82.3,7788000,64.22,6970.05,Koneksi Pribadi,Retainer,1,1,2024-05-24 19:51:45
107,dr. Mustika Nasyiah,dr..mustika.nasyiah622@icloud.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Full Stack Developer,Vue.js Developer,"REST API, Next.js, Git, React, Laravel, Vue.js, Docker",Expert,14,Tangerang,88,430,4.68,90.5,6683000,57.12,8628.31,Upwork,Hourly,0,1,2024-05-02 22:00:54
108,Bambang Rajata,bambang.rajata18@gmail.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Full Stack Developer,Frontend Developer,"PostgreSQL, Next.js, TypeScript, Docker, Git",Intermediate,5,Balikpapan,77.7,38,4.09,62.8,9495000,91.15,8365.15,Toptal,Hourly,1,1,2023-11-17 17:31:20
109,Ani Kurniawan,ani.kurniawan318@gmail.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Full Stack Developer,Full Stack Developer,"React, PostgreSQL, Docker",Beginner,1,Makassar,49.6,12,2.47,30,8959000,82.59,6001.21,Konekin,Milestone,1,1,2025-02-17 17:52:32
110,Titi Sihotang,titi.sihotang624@icloud.com,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Full Stack Developer,Node.js Developer,"Laravel, Vue.js, REST API, MySQL, PostgreSQL",Intermediate,3,Medan,70.2,69,3.29,43.5,1804000,20.95,2240.3,PeoplePerHour,Retainer,1,1,2024-08-26 5:38:47
111,R. Harsana Permata,r..harsana.permata344@gmail.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Full Stack Developer,Frontend Developer,"Git, Vue.js, MySQL, Next.js, PostgreSQL, Docker, Laravel",Expert,12,Makassar,84.6,464,4.34,81.6,3418000,58.31,4868.41,PeoplePerHour,Fixed,1,1,2023-11-30 8:13:45
112,Nugraha Fujiati,nugraha.fujiati251@gmail.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Full Stack Developer,Node.js Developer,"Redis, Next.js, Docker",Beginner,1,Makassar,53.2,33,2.22,59.5,1534000,92.03,2267.48,Freelancer,Retainer,1,0,2023-05-07 22:09:01
113,"Dr. Mahfud Winarsih, S.Kom",dr..mahfud.winarsih.s.kom382@icloud.com,$2b$10$URVgcu4DLdubHJg54N9.ZuPrUHAy/73IXoPntcHC1UjMaofAzJcYe,creative_worker,Full Stack Developer,Node.js Developer,"PostgreSQL, Redis, MySQL, React, REST API",Intermediate,3,Denpasar,54.8,52,2.73,45.9,2048000,50.07,1176.61,Upwork,Retainer,1,1,2024-06-08 3:42:30
114,Warta Widiastuti,warta.widiastuti378@konekin.id,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Full Stack Developer,Full Stack Developer,"Laravel, Node.js, TypeScript",Beginner,2,Palembang,64.5,15,3.18,39.1,13266000,31.29,7326.98,Konekin,Milestone,1,0,2026-02-07 23:26:36
115,dr. Salimah Maheswara,dr..salimah.maheswara543@yahoo.com,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Full Stack Developer,Backend Developer,"Redis, MySQL, REST API, React, TypeScript",Intermediate,3,Depok,54.1,48,3.07,42.2,10769000,87.3,8354.45,Konekin,Fixed,0,1,2025-07-02 17:15:13
116,Ophelia Saragih,ophelia.saragih243@yahoo.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Full Stack Developer,Backend Developer,"REST API, PostgreSQL, Node.js, React, Git, TypeScript, Next.js",Expert,10,Yogyakarta,81.6,233,4.49,46.9,4201000,82.39,4022.21,Fiverr,Milestone,0,1,2025-05-05 19:08:37
117,Latika Sihombing,latika.sihombing417@outlook.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Full Stack Developer,Frontend Developer,"PostgreSQL, Git, Laravel, Node.js, MySQL",Intermediate,3,Makassar,51.8,56,2.42,30.8,12876000,26.78,7790.35,Upwork,Milestone,1,1,2025-01-02 13:12:52
118,Imam Widiastuti,imam.widiastuti267@outlook.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Full Stack Developer,Backend Developer,"React, Vue.js, Redis, Laravel, TypeScript",Intermediate,3,Denpasar,74.7,33,4.3,53.9,4028000,61.26,5358.82,Koneksi Pribadi,Milestone,1,1,2026-03-01 10:40:52
119,"Pangestu Natsir, M.Ak",pangestu.natsir.m.ak597@gmail.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Full Stack Developer,Full Stack Developer,"MySQL, React, Laravel",Beginner,2,Semarang,57.7,7,2.83,50.8,12664000,26.9,7436.25,Toptal,Milestone,0,1,2025-01-18 15:35:40
120,Pia Adriansyah,pia.adriansyah392@gmail.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Full Stack Developer,React Developer,"Git, Redis, Next.js",Beginner,2,Pekanbaru,65.9,14,2.9,70.1,2505000,53.45,3054.85,Freelancer,Milestone,1,0,2024-04-03 0:45:32
121,Irfan Prastuti,irfan.prastuti393@outlook.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Full Stack Developer,Node.js Developer,"Redis, MySQL, REST API, TypeScript, Git",Intermediate,3,Depok,62,132,3.31,35.7,13889000,79.61,7377.78,Upwork,Hourly,1,1,2025-02-28 19:13:25
122,Nadia Handayani,nadia.handayani612@outlook.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Full Stack Developer,React Developer,"Git, Node.js, Vue.js, React, Next.js",Intermediate,3,Balikpapan,70.2,33,3.92,45.6,1666000,94.36,1280.45,Koneksi Pribadi,Fixed,1,1,2024-09-01 13:16:28
123,Kajen Kusmawati,kajen.kusmawati867@icloud.com,$2b$10$hM1dP620208GIDh3bSQH6eCIteGzf4sQVlNyukgBMCupdQFRyG00a,creative_worker,Full Stack Developer,React Developer,"Git, Laravel, MySQL, Vue.js, Node.js",Intermediate,4,Semarang,62.6,138,3.58,53.5,3699000,75.36,3407.64,Freelancer,Fixed,1,1,2025-09-21 18:45:23
124,"H. Cawisadi Wahyuni, S.Pt",h..cawisadi.wahyuni.s.pt239@gmail.com,$2b$10$jxo42mUwZQgGLTwD0tWQMetlW9aWGO8i2C5Wg0LdjJb1R0TGcPQcu,creative_worker,Full Stack Developer,Full Stack Developer,"Redis, Vue.js, MySQL",Beginner,1,Medan,60.2,4,3,48.1,6636000,35.11,8326.75,Toptal,Hourly,1,1,2024-03-12 0:29:05
125,"Mahesa Safitri, S.Psi",mahesa.safitri.s.psi383@gmail.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Full Stack Developer,Backend Developer,"Next.js, REST API, MySQL, Vue.js, Git",Intermediate,5,Depok,79.5,42,3.87,59,10423000,74.93,8802.06,Upwork,Retainer,1,1,2023-08-16 9:30:13
126,"Sutan Muni Saragih, S.H.",sutan.muni.saragih.s.h.747@yahoo.com,$2b$10$hM1dP620208GIDh3bSQH6eCIteGzf4sQVlNyukgBMCupdQFRyG00a,creative_worker,Full Stack Developer,Backend Developer,"Git, MySQL, Redis, Node.js, React",Intermediate,3,Palembang,78,119,4.18,59.2,6025000,92.39,8953.12,PeoplePerHour,Fixed,1,1,2025-10-05 20:05:04
127,Ajiono Gunawan,ajiono.gunawan328@outlook.com,$2b$10$jxo42mUwZQgGLTwD0tWQMetlW9aWGO8i2C5Wg0LdjJb1R0TGcPQcu,creative_worker,Full Stack Developer,Vue.js Developer,"Redis, React, MySQL, PostgreSQL, Next.js, Git, Laravel",Expert,8,Bekasi,71.5,462,2.99,49.4,3187000,20.85,3553.15,PeoplePerHour,Milestone,1,1,2024-01-29 8:22:02
128,Rahmi Hidayanto,rahmi.hidayanto505@konekin.id,$2b$10$jxo42mUwZQgGLTwD0tWQMetlW9aWGO8i2C5Wg0LdjJb1R0TGcPQcu,creative_worker,Full Stack Developer,React Developer,"Next.js, Node.js, Vue.js, REST API, React",Intermediate,4,Jakarta,60.7,74,2.9,47.2,6884000,84.8,4731.81,Upwork,Retainer,1,1,2024-09-16 1:52:51
129,"Kamal Nababan, S.Sos",kamal.nababan.s.sos351@gmail.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Full Stack Developer,Node.js Developer,"REST API, Laravel, Docker, Vue.js, Git, React, Next.js",Expert,8,Denpasar,88.6,138,4.31,50.4,2201000,64.55,1563.46,Fiverr,Milestone,1,1,2024-10-28 18:26:57
130,Cakrajiya Yolanda,cakrajiya.yolanda305@outlook.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Full Stack Developer,Full Stack Developer,"Docker, React, PostgreSQL, REST API, Node.js",Intermediate,3,Denpasar,67,42,3.72,57.6,8364000,31.52,7686.81,Fiverr,Retainer,1,1,2025-05-28 12:16:24
131,"KH. Timbul Kurniawan, S.Farm",kh..timbul.kurniawan.s.farm865@konekin.id,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Full Stack Developer,React Developer,"Docker, MySQL, Vue.js, REST API, Laravel, Git, Node.js",Expert,7,Makassar,82.1,350,4.39,71.9,6676000,49.06,6063.3,Koneksi Pribadi,Retainer,1,1,2023-12-31 20:36:03
132,"H. Karja Hariyah, S.Gz",h..karja.hariyah.s.gz771@yahoo.com,$2b$10$hM1dP620208GIDh3bSQH6eCIteGzf4sQVlNyukgBMCupdQFRyG00a,creative_worker,Full Stack Developer,React Developer,"Laravel, Docker, TypeScript, Next.js, REST API, PostgreSQL, React",Expert,7,Bandung,81.1,143,3.79,49.1,3857000,76.73,4194.69,Freelancer,Fixed,1,1,2025-01-05 19:55:50
133,"Puti Mutia Mansur, M.M.",puti.mutia.mansur.m.m.973@gmail.com,$2b$10$Y87Y1nCupf1KD6fUhv4xYOEP9it/F3qpwbl8XSm0luc9zyp.fCqka,creative_worker,Full Stack Developer,Vue.js Developer,"Next.js, Vue.js, Git, PostgreSQL, MySQL, REST API, Laravel",Expert,13,Balikpapan,95.7,208,5,78.4,5051000,94.12,4271.67,Freelancer,Retainer,1,1,2025-05-06 13:09:10
134,Drs. Galiono Handayani,drs..galiono.handayani470@icloud.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Full Stack Developer,Frontend Developer,"Git, Redis, Next.js, React, TypeScript",Intermediate,3,Solo,68.1,130,3.28,41.8,5920000,28.44,7209.82,Koneksi Pribadi,Retainer,0,1,2025-03-07 8:45:50
